Taxonomic Group,Scientific Name,Common Name,2022 SGCN Tier,2012 SGCN Tier,Extirpated Status,Federal State Legal Status,Declining Status,Disjunct Status,Demographic Status,Concentration Status,Distribution Status
Amphibian,Hyla wrightorum (Huachuca-Canelo Hills Population),Arizona Treefrog (Huachuca-Canelo Hills Population),1,2,2,1,2,1,2,2,1
Amphibian,Rana chiricahuensis,Chiricahua Leopard Frog,1,1,2,1,2,2,1,2,2
Amphibian,Rana yavapaiensis,Lowland Leopard Frog,1,1,2,1,1,2,1,2,1
Amphibian,Rana pipiens,Northern Leopard Frog,1,1,2,1,1,1,1,2,2
Amphibian,Rana blairi,Plains Leopard Frog,1,1,2,1,0,1,0,0,2
Amphibian,Rana onca,Relict Leopard Frog,1,1,2,1,2,1,2,2,2
Amphibian,Ambystoma mavortium stebbinsi,Sonoran Tiger Salamander,1,1,2,1,2,2,2,1,1
Amphibian,Rana tarahumarae,Tarahumara Frog,1,1,2,1,1,1,1,1,1
Amphibian,Anaxyrus microscaphus,Arizona Toad,2,1,2,2,0,2,2,2,1
Amphibian,Craugastor augusti,Barking Frog,2,2,2,2,2,1,2,2,2
Amphibian,Gastrophryne mazatlanensis,Sinaloan Narrow-mouthed Toad,2,3,2,2,2,2,2,2,1
Amphibian,Smilisca fodiens,Lowland Burrowing Treefrog,2,2,2,2,2,2,2,2,1
Amphibian,Incilius alvarius,Sonoran Desert Toad,2,2,2,2,2,2,2,2,1
Amphibian,Anaxyrus retiformis,Sonoran Green Toad,2,2,2,2,2,2,2,2,1
Amphibian,Hyla wrightorum,Arizona Treefrog,3,3,2,2,0,2,2,2,2
Bird,Falco femoralis septentrionalis,Northern Aplomado Falcon,1,1,1,1,1,2,1,2,2
Bird,Haliaeetus leucocephalus,Bald Eagle,1,1,2,1,2,1,1,2,2
Bird,Gymnogyps californianus,California Condor,1,1,2,1,2,1,1,1,2
Bird,Glaucidium brasilianum cactorum,Cactus Ferruginous Pygmy-owl,1,2,2,1,2,2,1,2,1
Bird,Colinus virginianus ridgwayi,Masked Bobwhite,1,1,2,1,1,1,1,2,1
Bird,Falco peregrinus anatum,American Peregrine Falcon,1,1,2,1,2,2,1,2,2
Bird,Rallus obsoletus yumanensis,Ridgway's Rail,1,1,2,1,0,2,2,2,2
Bird,Strix occidentalis lucida,Spotted (Mexican) Owl,1,1,2,1,2,2,1,2,2
Bird,Rhynchopsitta pachyrhyncha,Thick-billed Parrot,1,1,1,1,0,0,0,0,0
Bird,Empidonax traillii extimus,Willow (Southwestern) Flycatcher,1,1,2,1,1,2,2,1,2
Bird,Coccyzus americanus,Yellow-billed (Western) Cuckoo,1,1,2,1,0,2,2,2,2
Bird,Melozone aberti,Abert's Towhee,2,2,2,2,2,2,2,2,1
Bird,Botaurus lentiginosus,American Bittern,2,2,2,2,1,2,2,2,2
Bird,Peucaea botterii arizonae,Arizona Botteri's Sparrow,2,2,2,2,2,2,2,2,1
Bird,Cinclus mexicanus,American Dipper,2,2,2,2,1,2,2,2,2
Bird,Falco sparverius,American Kestrel,2,N/A,2,2,1,2,2,2,2
Bird,Anthus rubescens,American Pipit,2,3,2,2,0,1,2,2,2
Bird,Dryobates arizonae,Arizona Woodpecker,2,2,2,2,2,2,2,2,1
Bird,Centronyx bairdii,Baird's Sparrow,2,3,2,2,1,2,2,2,2
Bird,Patagioenas fasciata,Band-tailed Pigeon,2,3,2,2,1,2,2,2,2
Bird,Toxostoma bendirei,Bendire's Thrasher,2,3,2,2,1,2,2,2,2
Bird,Dendrocygna autumnalis,Black-bellied Whistling-Duck,2,3,2,2,1,2,2,2,2
Bird,Pica hudsonia,Black-billed Magpie,2,2,2,2,1,2,2,2,2
Bird,Polioptila nigriceps,Black-capped Gnatcatcher,2,2,2,2,2,2,2,2,1
Bird,Setophaga nigrescens,Black-throated Gray Warbler,2,3,2,2,1,2,2,2,2
Bird,Spizella atrogularis,Black-chinned Sparrow,2,N/A,2,2,1,2,2,2,2
Bird,Lampornis clemenciae,Blue-throated Mountain-gem,2,2,2,2,1,2,2,2,1
Bird,Euphagus cyanocephalus,Brewer's Blackbird,2,N/A,2,2,1,2,2,2,2
Bird,Spizella breweri,Brewer's Sparrow,2,3,2,2,1,2,2,2,2
Bird,Cynanthus latirostris,Broad-billed Hummingbird,2,2,2,2,2,2,2,2,1
Bird,Selasphorus platycercus,Broad-tailed Hummingbird,2,N/A,2,2,1,2,2,2,2
Bird,Empidonax fulvifrons pygmaeus,Northern Buff-breasted Flycatcher,2,2,2,2,2,2,2,2,1
Bird,Antrostomus ridgwayi,Buff-collared Nightjar,2,2,2,2,0,2,2,2,1
Bird,Icterus bullockii,Bullock's Oriole,2,3,2,2,1,2,2,2,2
Bird,Athene cunicularia hypugaea,Western Burrowing Owl,2,2,2,2,1,2,1,2,2
Bird,Campylorhynchus brunneicapillus,Cactus Wren,2,N/A,2,2,1,2,2,2,2
Bird,Perisoreus canadensis,Canada Jay,2,2,2,2,2,1,2,2,2
Bird,Melozone fusca,Canyon Towhee,2,N/A,2,2,1,2,2,2,2
Bird,Haemorhous cassinii,Cassin's Finch,2,N/A,2,2,1,2,2,2,2
Bird,Calcarius ornatus,Chestnut-collared Longspur,2,3,2,2,1,2,2,2,2
Bird,Corvus cryptoleucus,Chihuahuan Raven,2,N/A,2,2,1,2,2,2,2
Bird,Aechmophorus clarkii,Clark's Grebe,2,3,2,2,1,2,2,1,2
Bird,Buteogallus anthracinus,Common Black Hawk,2,3,2,2,2,2,2,2,1
Bird,Chordeiles minor,Common Nighthawk,2,2,2,2,1,2,2,2,2
Bird,Calypte costae,Costa's Hummingbird,2,3,2,2,1,2,2,2,2
Bird,Dendragapus obscurus,Dusky Grouse,2,2,2,2,2,1,2,2,2
Bird,Myiarchus tuberculifer,Dusky-capped Flycatcher,2,2,2,2,2,2,2,2,1
Bird,Sialia sialis fulva,Azure Bluebird,2,2,2,2,0,2,2,2,1
Bird,Trogon elegans,Elegant Trogon,2,2,2,2,2,2,2,2,1
Bird,Coccothraustes vespertinus,Evening Grosbeak,2,2,2,2,1,2,2,2,2
Bird,Buteo regalis,Ferruginous Hawk,2,2,2,2,2,2,1,2,2
Bird,Amphispizopsis quinquestriata,Five-striped Sparrow,2,2,2,2,2,2,2,2,1
Bird,Psiloscops flammeolus,Flammulated Owl,2,3,2,2,0,2,1,2,2
Bird,Melanerpes uropygialis,Gila Woodpecker,2,2,2,2,2,2,2,2,1
Bird,Colaptes chrysoides,Gilded Flicker,2,2,2,2,1,2,2,2,1
Bird,Aquila chrysaetos,Golden Eagle,2,2,2,2,2,2,1,2,2
Bird,Setophaga graciae,Grace's Warbler,2,3,2,2,1,2,2,2,2
Bird,Ammodramus savannarum ammolegus,Arizona Grasshopper Sparrow,2,2,2,2,1,1,2,2,1
Bird,Ammodramus savannarum perpallidus,Western Grasshopper Sparrow,2,2,2,2,1,1,2,2,2
Bird,Empidonax wrightii,Gray Flycatcher,2,3,2,2,1,2,2,2,2
Bird,Vireo vicinior,Gray Vireo,2,2,2,2,1,2,2,2,2
Bird,Parabuteo unicinctus,Harris's Hawk,2,3,2,2,2,2,1,2,2
Bird,Catharus guttatus,Hermit Thrush,2,N/A,2,2,1,2,2,2,2
Bird,Icterus cucullatus,Hooded Oriole,2,3,2,2,1,2,2,2,2
Bird,Eremophila alpestris,Horned Lark,2,N/A,2,2,1,2,2,2,2
Bird,Columbina inca,Inca Dove,2,N/A,2,2,1,2,2,2,2
Bird,Charadrius vociferus,Killdeer,2,N/A,2,2,1,2,2,2,2
Bird,Calamospiza melanocorys,Lark Bunting,2,N/A,2,2,1,2,2,2,2
Bird,Toxostoma lecontei,LeConte's Thrasher,2,2,2,2,1,2,2,2,2
Bird,Melanerpes lewis,Lewis's Woodpecker,2,3,2,2,1,2,2,2,2
Bird,Melospiza lincolnii,Lincoln's Sparrow,2,2,2,2,2,1,2,2,2
Bird,Lanius ludovicianus,Loggerhead Shrike,2,N/A,2,2,1,2,2,2,2
Bird,Asio otus,Long-eared Owl,2,3,2,2,1,2,1,2,2
Bird,Geothlypis tolmiei,MacGillivray's Warbler,2,2,2,2,1,2,2,2,2
Bird,Rhynchophanes  mccownii,Thick-billed Longspur,2,3,2,2,1,2,2,2,2
Bird,Poecile sclateri,Mexican Chickadee,2,2,2,2,1,2,2,2,1
Bird,Ictinia mississippiensis,Mississippi Kite,2,2,2,2,2,1,2,2,2
Bird,Poecile gambeli,Mountain Chickadee,2,N/A,2,2,1,2,2,2,2
Bird,Charadrius montanus,Mountain Plover,2,2,2,2,1,2,2,2,2
Bird,Zonotrichia leucophrys oriantha,Mountain West White-crowned Sparrow,2,N/A,2,2,0,1,2,2,2
Bird,Glaucidium gnoma gnoma,Mountains Pygmy-owl,2,2,2,2,2,2,1,2,2
Bird,Camptostoma imberbe,Northern Beardless-Tyrannulet,2,2,2,2,0,2,2,2,1
Bird,Accipiter gentilis,Northern Goshawk,2,2,2,2,2,2,1,2,2
Bird,Circus hudsonius,Northern Harrier,2,N/A,2,2,1,2,2,2,2
Bird,Glaucidium gnoma californicum,Northern Pygmy-Owl,2,3,2,2,2,2,1,2,2
Bird,Contopus cooperi,Olive-sided Flycatcher,2,3,2,2,1,2,2,2,2
Bird,Troglodytes pacificus,Pacific Wren,2,2,2,2,2,1,2,2,2
Bird,Pinicola enucleator,Pine Grosbeak,2,2,2,2,1,1,2,2,2
Bird,Gymnorhinus cyanocephalus,Pinyon Jay,2,2,2,2,1,2,2,2,2
Bird,Falco mexicanus,Prairie Falcon,2,3,2,2,1,2,1,2,2
Bird,Progne subis hesperia,Desert Purple Martin,2,2,2,2,0,2,2,2,1
Bird,Cardinalis sinuatus,Pyrrhuloxia,2,N/A,2,2,1,2,2,2,2
Bird,Cardellina rubrifrons,Red-faced Warbler,2,2,2,2,1,2,2,2,2
Bird,Agelaius phoeniceus,Red-winged Blackbird,2,N/A,2,2,1,2,2,2,2
Bird,Eugenes fulgens,Rivoli's Hummingbird,2,2,2,2,0,2,2,2,1
Bird,Pachyramphus aglaiae,Rose-throated Becard,2,2,2,2,2,2,2,2,1
Bird,Peucaea carpalis,Rufous-winged Sparrow,2,2,2,2,2,2,2,2,1
Bird,Oreoscoptes montanus,Sage Thrasher,2,3,2,2,1,2,2,2,2
Bird,Passerculus sandwichensis,Savannah Sparrow,2,2,2,2,2,1,2,2,2
Bird,Callipepla squamata,Scaled Quail,2,3,2,2,1,2,2,2,2
Bird,Icterus parisorum,Scott's Oriole,2,3,2,2,1,2,2,2,2
Bird,Charadrius nivosus nivosus,Western Snowy Plover,2,2,2,2,2,1,2,2,2
Bird,Anthus spragueii,Sprague's Pipit,2,3,2,2,1,2,2,2,2
Bird,Cyanocitta stelleri,Steller's Jay,2,N/A,2,2,1,2,2,2,2
Bird,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,2,2,2,2,0,2,2,2,1
Bird,Buteo swainsoni,Swainson's Hawk,2,3,2,2,2,2,1,2,2
Bird,Catharus ustulatus,Swainson's Thrush,2,2,2,2,1,1,2,2,2
Bird,Tyrannus crassirostris,Thick-billed Kingbird,2,2,2,2,2,2,2,2,1
Bird,Myadestes townsendi,Townsend's Solitaire,2,N/A,2,2,1,2,2,2,2
Bird,Auriparus flaviceps,Verdin,2,N/A,2,2,1,2,2,2,2
Bird,Pooecetes gramineus,Vesper Sparrow,2,N/A,2,2,1,2,2,2,2
Bird,Ramosomyia violiceps,Violet-crowned Hummingbird,2,2,2,2,0,2,2,2,1
Bird,Aechmophorus occidentalis,Western Grebe,2,3,2,2,1,2,2,1,2
Bird,Megascops kennicottii,Western Screech-Owl,2,3,2,2,2,2,1,2,2
Bird,Contopus sordidulus,Western Wood-Pewee,2,N/A,2,2,1,2,2,2,2
Bird,Megascops trichopsis,Whiskered Screech-Owl,2,2,2,2,2,2,1,2,2
Bird,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,2,3,2,2,1,2,2,2,2
Bird,Junco phaeonotus,Yellow-eyed Junco,2,2,2,2,2,2,2,2,1
Bird,Picoides dorsalis,American Three-toed Woodpecker,3,3,2,2,0,2,2,2,2
Bird,Laterallus jamaicensis coturnic,California Black Rail,3,2,2,2,0,2,2,2,2
